cgpa,college_tier,python_skill,dsa_skill,ml_skill,web_dev_skill,coding_score,communication_score,aptitude_score,internships,projects,backlogs,resume_score,skill_score,placed,salary_lpa
8.93,3,1,1,0,0,45.3,9,94.8,0,3,0,58.5,2,1,69.74
6.45,2,0,1,1,0,44.7,4.7,90.7,0,2,0,46.1,2,1,59.3
5.81,3,1,1,0,1,90,7.7,86.5,0,6,0,83.3,3,1,68.34
5.54,2,1,1,1,0,88.9,5.9,59.7,0,6,1,78.4,3,1,61.46
7.91,2,1,0,0,1,67.4,8.8,77.8,2,5,0,92.7,2,1,98.13
7.43,1,0,0,0,0,49.7,4.1,96.6,1,2,0,30.6,0,1,47.85
6.68,1,0,0,0,0,28.5,6.3,46.6,2,5,0,67.9,0,1,44.98
5.91,2,1,1,1,0,35.4,5.1,89.4,0,6,0,78.9,3,1,52.94
7.96,3,1,1,0,0,56.6,8.4,98,0,5,1,74,2,1,54.68
6.29,3,1,1,1,0,89.3,8.4,47.7,2,3,0,94.1,3,1,65.07
7.53,2,1,0,0,0,44.7,6.4,79.8,1,6,0,66.8,1,1,37.49
7.58,3,1,0,1,0,67.6,9.2,41.6,1,4,0,76.4,2,1,92.7
6.34,3,0,0,0,0,61.8,7.3,97.4,2,1,1,45.3,0,1,43.68
9.85,3,0,1,0,1,13.4,8.3,42.2,0,2,0,50.8,2,1,65.58
9.06,3,1,0,0,0,9.1,8.6,77.8,2,4,0,72.9,1,1,51.86
7.95,3,0,0,0,1,25.3,9.8,87.8,3,1,0,69.8,1,1,50.7
7.28,1,1,0,0,0,86.9,6.8,80.2,2,1,1,60.3,1,1,47.09
8.25,2,1,1,0,1,20.7,8.1,94.8,1,3,0,74.7,3,1,69.01
7.67,1,1,0,0,1,88.2,9,45.5,1,4,0,76.8,2,1,87.85
5.79,1,1,1,1,1,50.4,4.4,87.4,2,1,0,82.4,4,1,89.94
6.68,3,1,1,0,0,7.7,6,98.5,0,2,0,52.6,2,1,66.94
6.52,1,1,0,1,0,58.7,8.6,83.9,1,6,1,84.7,2,1,67.15
7.48,3,0,0,1,1,83.3,8.2,79.7,0,6,1,73.8,2,1,84.1
9.27,1,0,1,1,0,7.7,9.7,44.3,1,5,0,87.6,2,1,85.02
5.04,1,1,1,0,0,85.1,4.5,91.8,1,3,0,58,2,1,54.04
8.48,3,1,1,0,0,61.3,9.3,92.1,0,2,0,61.9,2,1,69.69
7.91,3,1,1,0,1,95.2,7.9,67.7,1,1,0,67.9,3,1,69.79
6.46,1,1,1,0,0,37.9,5.1,70.7,2,4,1,72.1,2,1,48.71
8.77,2,1,1,0,0,82.7,4.7,63.1,0,5,1,55.9,2,1,83.58
9.66,3,0,1,0,0,97.3,4.5,70.4,1,6,0,63,1,1,43.42
6.84,3,0,0,0,1,67.1,9.6,62.8,2,2,0,69.3,1,1,38.75
7.08,1,1,0,1,0,41.7,9,98.8,1,6,0,84.1,2,1,72.29
7.55,2,1,1,1,0,39.1,8.1,40.8,1,3,0,84.3,3,1,59.89
9.36,2,1,1,1,1,39.7,4.8,57.3,0,1,1,57.9,4,1,72.86
9.56,1,1,1,1,1,58.7,8.5,83.3,2,5,0,110.6,4,1,87.4
9.19,2,0,1,0,1,93.6,8.9,71.8,0,5,0,73.3,2,1,70.7
7.76,3,1,1,0,1,54,6.5,83.2,3,3,1,89.8,3,1,67.85
5.58,3,0,1,1,0,43.6,10,85.9,1,4,0,76.6,2,1,82.25
8.98,1,0,1,1,1,69.6,7.2,73.5,0,4,0,68.2,3,1,67.98
5.11,2,0,1,0,0,73.9,5.2,75.3,2,3,0,65.3,1,1,42.95
7.55,1,1,0,0,0,42.8,9.7,52.9,3,1,0,71,1,1,51.33
5.24,1,1,1,0,1,85.8,8.5,68.4,0,4,0,74.1,3,1,85.44
9.08,2,1,0,0,1,17.1,5.7,61.2,1,3,0,67.1,2,1,82.91
7.11,3,0,1,1,1,63.4,8.4,89.3,2,5,1,104.3,3,1,68.9
9.96,3,0,1,1,0,60.7,8.3,77.6,1,4,2,76.1,2,1,59.72
7.77,1,1,1,1,0,19.3,8.4,60.9,1,4,0,83.9,3,1,74.14
9.83,2,0,0,1,0,94.3,6.3,72.3,2,5,0,74.9,1,1,44.7
5.2,1,1,1,0,1,50.2,8.7,77.5,1,1,0,67.9,3,1,69.5
9.34,1,1,0,1,0,16.6,7.9,59.6,0,5,0,72,2,1,48.54
5.64,3,1,1,0,1,75.2,4,69.1,2,3,0,76.5,3,1,85.51
8.95,1,1,0,0,1,42.9,7.6,51.7,0,5,0,63.3,2,1,83.92
7.74,2,1,0,0,0,18.3,6.7,42.6,3,4,1,82.8,1,1,42.25
7.35,1,0,1,0,0,5.1,9.7,54.8,1,6,0,81,1,1,42.8
7.33,1,1,1,0,1,80.3,5.8,92.5,1,3,2,69.2,3,1,106.95
6.16,1,1,0,0,1,75.1,6.7,45.8,1,5,0,73.4,2,1,60.08
8.89,3,1,0,0,0,78.2,5.4,93.1,1,3,1,53.2,1,1,42.22
5.86,3,0,0,0,0,94.5,6.1,41.9,1,3,0,41.4,0,1,47.63
8.91,2,0,1,0,1,71.9,4.6,61.5,1,2,0,53.5,2,1,85.28
7.53,1,1,1,0,1,35.3,5.5,81.6,0,4,0,66.8,3,1,57.13
9.99,1,1,1,0,0,73.7,6.6,92.9,1,4,1,69.3,2,1,62.59
6.11,2,0,1,0,0,11.4,9.1,84.3,2,6,0,90.6,1,1,39.37
9.88,1,1,1,0,0,39.2,5.9,93.1,1,5,2,71.9,2,1,71.95
5.33,3,1,1,1,1,25.1,7.8,79.8,0,2,0,70,4,1,85.91
7.47,3,0,0,0,0,75.8,9.4,66.1,2,5,0,69.5,0,1,44.34
7.35,1,0,0,0,1,27.6,7.1,40.8,1,3,0,58.5,1,1,45.91
9.92,1,1,1,0,0,96.5,6.2,79.7,1,5,0,76.3,2,1,91.59
7.39,2,1,0,1,0,65.7,9.6,83.2,2,6,0,98.4,2,1,81.29
8.5,1,1,1,1,0,58.7,6.2,70.4,1,2,0,70.7,3,1,90.33
6.73,3,0,1,1,1,22.3,6.5,44.1,0,6,1,76.6,3,1,61.94
9.61,3,0,1,1,0,80.8,7.6,59.4,1,3,1,65.4,2,1,73.51
7.89,2,1,1,1,0,42,5.9,88.1,2,3,1,81.8,3,1,72.96
5.57,1,1,1,0,1,51.2,9.4,74.2,1,3,0,88,3,1,69.55
5.27,3,0,0,0,0,10.7,10,100,1,4,0,55.1,0,1,44.61
9.06,2,1,1,1,1,85.2,7,82.5,0,2,1,70.8,4,1,98.3
7.33,1,0,1,0,0,11.2,8.5,59,1,5,1,71.4,1,1,41.48
8.76,2,0,0,0,0,73.2,7.8,98,0,4,0,44,0,1,48.7
5.97,2,1,1,0,1,95.7,9.3,73.4,1,1,3,75.6,3,1,78.3
7.78,1,0,0,1,0,43.6,7.1,66.4,1,1,1,46.3,1,1,43.08
5.93,1,1,0,0,0,13.1,8.6,65.1,2,5,0,84.2,1,1,50.54
5.36,2,1,0,1,0,59.8,8.5,78.2,1,4,2,79.5,2,1,73.14
7.46,1,1,1,1,0,13.3,8.1,66.4,3,1,2,90,3,1,65.79
9.82,3,0,1,1,0,0.6,7.1,49.2,1,3,1,68.5,2,1,86.36
9.19,3,0,0,0,1,54.7,5.1,41.8,2,6,0,73.1,1,1,51.69
6.1,2,1,1,0,0,70.2,7.2,82.7,0,1,0,49.2,2,1,86.9
6.83,1,0,1,0,0,95.3,6.9,68.3,0,5,0,56.8,1,1,44.54
7.39,1,1,0,0,0,81.7,4.7,98.3,3,4,0,71.4,1,1,45.12
9.75,3,0,0,0,0,56,9.8,67.9,0,5,0,50.8,0,1,36.51
5.47,2,1,0,1,0,44.3,9.7,70.2,0,4,0,73.5,2,1,83.19
5.5,1,1,1,0,1,77.7,7.9,50.4,2,5,0,97,3,1,111.07
7,2,1,0,0,0,89.3,7.5,91.3,3,6,0,96.6,1,1,49.27
6.31,2,0,1,1,1,98.2,6.3,94.9,1,1,0,65.5,3,1,73.94
8.05,3,1,1,1,1,93.8,5.7,49.1,0,5,0,78.1,4,1,89.75
7.01,2,1,0,0,0,55.5,9.1,41.7,1,3,0,60.8,1,1,42.5
6.88,3,1,1,0,1,2.3,8.8,98.5,1,6,0,98.6,3,1,72.13
8.89,2,1,0,1,1,15.4,9.5,40.5,1,3,0,88.5,3,1,52.51
6.55,3,1,1,0,1,10.4,6.6,100,0,1,1,54.3,3,1,67.35
6.85,2,0,1,0,0,0.5,4,89.2,2,6,0,70.4,1,1,41.07
9.8,1,1,1,1,0,48.5,4.8,77.5,3,1,0,84.4,3,1,73.88
8.75,1,1,1,1,1,48.4,8.5,75.9,1,3,0,94.3,4,1,79.05
7.12,3,1,0,0,0,89.2,7.9,43.4,2,3,0,71.9,1,1,51.74
8.6,2,1,0,0,0,62.9,5.6,97.5,0,6,0,58.5,1,1,40.55
5.99,3,1,1,0,1,65.8,4.2,73.3,1,6,3,82.8,3,1,78.81
5.75,2,1,1,0,0,95.1,8.8,50.8,0,4,2,63.2,2,1,90.94
9.81,1,0,0,0,1,33,8.3,49.9,1,5,0,69.3,1,1,53.83
5.57,1,1,0,1,1,4.8,8.2,93.8,0,2,0,59.8,3,1,79.55
9.17,3,1,1,1,1,81.2,6.9,62.1,2,2,0,91.4,4,1,77.26
8.8,3,0,1,0,1,87.6,7.6,50.6,2,3,0,81.9,2,1,92.95
5.53,2,0,0,0,1,23.8,8.2,99.9,2,6,2,89.5,1,1,43.68
9.22,3,0,1,0,0,34.3,5.9,71,1,6,0,66.1,1,1,43.04
7.54,1,0,1,0,0,93.4,9.6,50.5,2,1,0,64.8,1,1,57.19
7.74,3,0,1,0,0,63.3,7.7,94.2,0,6,1,61.8,1,1,38.31
5.84,2,1,1,0,0,8.1,8.5,51.5,2,6,0,96.2,2,1,63.61
5.29,1,0,1,1,1,68,7.4,77.9,0,5,0,76,3,1,53.57
6.15,2,0,1,0,1,28.8,9.2,89.9,1,2,2,67.1,2,1,59.01
5.2,1,1,1,0,0,41.3,9.3,72.8,0,2,0,62.6,2,1,70.95
5.32,2,1,0,1,0,72.7,4.3,60.1,1,4,0,62.2,2,1,86.23
8.91,1,0,0,0,1,53.5,7.3,49.4,1,4,0,58,1,1,44.02
6.2,2,1,1,1,0,69.7,4.8,96.4,1,6,0,88.8,3,1,67.32
9.46,3,0,1,0,1,87.4,10,44.1,2,1,0,75.7,2,1,85.24
5.5,2,1,1,1,0,70.4,5.6,55.2,3,4,0,92.6,3,1,77.36
7.76,2,0,1,1,0,6.8,7.3,75.5,2,3,1,73.3,2,1,67.35
6.07,2,0,1,1,0,44.7,8.4,69.7,0,1,0,50.1,2,1,64.17
7.74,2,0,1,0,0,18.7,4.1,65.6,1,5,2,57.2,1,1,38.5
5.42,2,1,1,1,1,75,5.6,49.6,0,4,0,75.9,4,1,53.62
9.11,2,1,0,1,0,90.6,8.5,94.3,1,4,2,79.4,2,1,94.24
6.86,1,1,0,0,0,62.4,9.7,88.5,0,3,2,51.4,1,1,44.78
8.51,1,1,1,0,0,62.7,7.3,75.2,0,1,0,49.7,2,1,80.48
7.31,1,0,0,0,1,68,5,92.8,1,6,2,68.4,1,1,46.34
9.04,2,0,1,0,0,17.8,4,58.8,0,3,0,38.6,1,1,44.61
8.7,2,1,1,1,0,48.5,6.9,56.7,0,5,0,74.4,3,1,53.61
8.9,1,1,1,1,0,5.4,5.5,43.1,0,3,0,64.3,3,1,83.32
6.27,2,1,0,0,1,15.6,9.3,82.2,0,1,0,51.7,2,1,49.14
5.88,1,0,1,1,1,70.9,7.7,86.8,1,2,0,72.8,3,1,64.27
8.05,2,1,0,0,0,70.7,9.2,85.8,0,5,1,57.6,1,1,37.67
8.54,3,0,1,1,0,2.7,9.9,80.4,0,3,0,67.1,2,1,71.28
8.55,1,0,0,0,0,76.4,4.4,60.1,0,4,0,34.5,0,1,42
6.2,1,0,0,0,1,93.7,5.5,46.3,0,6,0,52,1,1,38.03
8.38,3,0,1,0,0,81.8,6,88.8,0,3,0,43,1,1,38.04
5.37,1,1,1,0,1,5.1,6,41.5,0,6,0,77.5,3,1,65.6
8.2,3,1,0,1,0,52.2,4.9,54,2,5,0,77.3,2,1,50.97
7.54,2,0,0,0,1,0.8,4.3,53.2,3,6,0,84.1,1,1,43.36
9.39,2,0,0,0,0,11.5,6.8,76.8,3,4,0,71.6,0,1,45.33
8.82,2,1,0,0,0,41.5,8.7,44,0,5,0,65.4,1,1,41.87
6.92,1,1,0,0,0,15.8,9.7,54.4,1,3,1,67,1,1,39.51
8.51,1,1,0,1,0,99.6,9.2,97.4,2,3,0,86.7,2,1,84.29
9.72,3,1,0,0,0,62.3,10,73.1,1,4,0,67,1,1,41.16
8.66,1,1,1,0,0,47,9.6,45.8,0,6,0,82,2,1,88.19
7.98,2,1,1,0,1,26.3,4.7,77.4,0,6,0,76.8,3,1,86.33
8.07,3,1,1,1,0,3.6,9,96.7,1,4,1,85.8,3,1,90.51
8.83,2,1,1,0,0,28.3,8.8,96.7,0,3,0,65.9,2,1,67.23
5.88,2,1,1,1,0,88.5,4.5,41.4,2,6,0,91.5,3,1,83.5
9.92,1,1,0,0,1,66.6,7.6,58.6,1,2,1,58,2,1,67.66
6.11,2,1,1,0,0,14.4,7.4,41.1,1,2,0,57.8,2,1,48.58
7.97,2,1,1,0,0,80.3,8.8,72.5,0,3,0,66,2,1,90.34
6.35,3,1,1,1,1,16.8,6.2,82.9,2,5,0,99.1,4,1,70.17
8.21,3,1,1,0,0,47,7.8,82.8,1,1,1,55.3,2,1,66.39
9.07,3,0,0,1,0,51.4,9.5,93.1,2,2,1,72.6,1,1,44.61
8.81,1,1,0,0,1,68.6,7.1,65.2,1,1,0,60.3,2,1,64.53
7.13,1,1,0,0,0,51.8,7.2,68.1,0,6,0,61.9,1,1,45.9
7.54,1,1,1,0,0,63.7,9.7,94,1,3,0,75.3,2,1,64.98
5.12,3,1,0,0,1,22.7,8.3,60,3,6,0,102.3,2,1,63.09
8.98,1,0,0,0,1,72.7,6.1,94.6,1,4,1,57.2,1,1,40.77
9.34,3,0,1,0,0,95.3,8.1,68.2,1,2,0,53.9,1,1,43.31
7.08,2,1,0,0,0,97.4,8.5,49.3,1,2,0,54.7,1,1,52.93
7.02,1,1,0,0,1,9.2,9.2,83.6,1,2,1,66.3,2,1,54.6
6.79,1,1,1,1,1,6.8,5.8,92.3,1,3,0,82.8,4,1,68.75
6.08,2,1,1,0,0,58.2,7.6,92.5,2,2,0,70.2,2,1,67.05
9.8,2,1,1,0,0,12.5,5.8,95.7,1,1,0,54.6,2,1,85.63
9.06,1,0,1,0,1,80.5,9.3,54,2,1,0,72.1,2,1,95.01
6.34,3,1,1,0,1,59.6,8.1,59.3,0,3,1,73.8,3,1,66.88
6.77,2,1,1,0,1,98.5,6.4,69.1,1,2,0,73.8,3,1,89.05
6.79,3,0,0,0,1,26.7,8.8,45.5,1,2,0,60.6,1,1,39.77
8.6,1,1,1,1,0,50.3,8.6,75.6,0,3,0,65.9,3,1,76.8
8.95,2,1,1,1,1,70.1,9.7,92.6,2,1,1,94.1,4,1,75.14
7.77,1,1,1,0,0,62.7,4.6,77.3,1,3,0,57.6,2,1,66.45
7.68,1,1,0,0,0,54.9,4.2,80.2,0,4,0,46.1,1,1,44.85
6.44,2,1,1,0,0,85.9,7.6,53.9,1,3,0,70,2,1,62.27
8.75,3,1,0,0,1,63.9,9.5,68.4,1,4,2,75.7,2,1,67.65
7.69,3,1,1,0,0,99.4,6.3,52.3,1,2,0,55,2,1,54.76
6.02,3,1,1,0,1,36.4,8.1,69.6,1,3,0,79.7,3,1,69.46
6.2,1,1,0,0,0,79.1,4.5,76.4,1,1,0,37.6,1,1,42.52
8.59,3,1,1,1,1,60.1,5.9,61.4,1,1,1,68.4,4,1,72.1
7.54,3,0,0,0,0,93.6,7.6,74.5,1,1,0,37,0,1,47.25
7.72,3,1,1,1,0,76.7,10,93.3,0,4,0,78.1,3,1,79.21
7.39,1,0,1,1,0,60.9,7.8,70,2,2,3,76.5,2,1,74.87
9.02,1,1,0,1,0,92.4,5.3,46.9,0,5,0,65.3,2,1,79.63
8.48,1,1,1,0,1,11.1,8.1,93.2,0,3,1,65.5,3,1,80.7
7.28,3,1,1,0,1,27.5,8.3,43.6,2,6,0,109.5,3,1,78.59
6.57,2,1,1,0,0,6.3,5,52.6,1,4,0,63.5,2,1,51.46
6.56,3,1,1,0,1,74.7,4.9,97.4,0,2,0,57.3,3,1,57.04
6.55,1,0,1,1,0,51.5,6.7,67.4,0,2,2,47.9,2,1,54.52
8.15,3,1,0,1,0,79.5,5.2,82,0,2,0,49.5,2,1,75.58
8.5,3,0,1,0,0,70.7,4.8,50.2,2,3,0,63,1,1,40.52
8.7,1,0,1,0,0,65,9.1,56.3,1,2,0,53.8,1,1,41.43
9.47,1,0,0,0,1,54.5,8.1,88.5,3,1,0,64.7,1,1,52.75
6.57,3,1,1,0,1,47.6,4.8,51.6,0,1,0,48.5,3,1,63.98
9.88,2,0,1,0,0,38.7,6.1,92.2,3,3,0,72.3,1,1,48.19
5.78,3,1,1,0,0,41,9.9,40.7,1,1,0,68.5,2,1,85.29
9.93,1,1,1,0,0,73.4,6.2,83.5,2,1,0,66.2,2,1,62.52
8.64,3,1,1,1,1,20.2,5.2,94.1,1,6,1,93.3,4,1,77.22
9.3,3,1,1,0,0,40.1,5.5,93.1,0,5,2,59.6,2,1,68.68
5.88,2,0,1,1,1,7.2,4.6,66.9,1,2,0,64.4,3,1,73.98
5.44,1,1,0,0,1,38.2,7,57.6,0,6,0,75.8,2,1,71.35
9.41,2,0,1,0,0,66.6,5,93.3,0,6,2,55.4,1,1,44.14
9.5,1,0,1,0,0,43.6,5.2,92.1,2,6,2,73.4,1,1,40.87
8.38,1,1,0,0,0,77.3,6.1,70,2,5,0,75.1,1,1,46.02
5.36,1,1,1,0,1,66.9,7,98.3,2,1,0,76.2,3,1,67.85
6.07,3,0,1,0,0,45.8,9.8,83.9,3,5,0,96.2,1,1,46.81
5.77,3,1,1,0,1,20.9,6.9,51.4,2,4,0,86.6,3,1,85.58
8.77,3,0,1,1,0,49.2,8.1,64.4,2,2,1,78.3,2,1,53.48
5.59,3,1,1,1,0,23.4,5.6,57.2,0,1,0,55.6,3,1,49.12
5.51,1,1,0,0,0,34.6,4.2,43.9,2,1,0,49.7,1,1,44.36
8.52,2,0,0,1,1,87.4,9.2,61.5,3,1,0,77.8,2,1,90.37
5.86,1,1,1,0,1,47.5,8.5,87.2,2,4,1,94,3,1,75.51
7.15,1,0,0,0,1,50.8,8.8,92.6,1,4,1,67.1,1,1,42.41
6.06,3,1,1,0,1,37.5,5.2,88.4,1,4,1,78,3,1,73.22
5.17,3,1,1,0,0,89.5,5.6,60.1,3,3,1,86,2,1,74.63
5.15,2,1,0,0,0,58.5,5,44.6,3,3,0,71.2,1,1,44.51
8.26,1,0,1,1,0,18.8,7,46.4,2,2,0,75.5,2,1,62.92
5.62,1,1,1,0,0,76.6,9.9,90.6,1,5,2,83.7,2,1,96.15
8.24,3,1,0,0,1,7.6,8,88.2,2,6,0,93.2,2,1,88.74
8.07,1,1,1,0,0,98.1,5.1,68.9,0,6,2,66.6,2,1,55.89
6.24,2,1,0,0,1,29.6,4.5,73.2,0,6,1,60.2,2,1,62.7
9.63,1,1,1,0,1,37.2,6.1,60.9,0,6,0,81.9,3,1,66.81
6.7,3,1,1,0,1,42.1,4.6,54.4,2,5,0,86.8,3,1,88.54
7.32,1,0,0,0,0,48.6,5.2,92.5,2,3,0,52.3,0,1,46.23
5.52,2,1,1,1,0,12.4,6.2,65.8,2,2,0,77.4,3,1,67.04
7.61,2,1,1,1,0,98.6,6.8,53.1,3,2,1,87,3,1,97.29
7.56,1,0,1,0,1,49.8,4.4,73.6,1,4,0,65.7,2,1,73
9.46,1,0,1,0,1,64,6.4,65.5,0,5,0,68.1,2,1,53.97
5.12,1,1,1,1,1,79.7,9.2,68.6,2,1,1,89.2,4,1,120.89
6.23,2,1,0,1,0,78.1,7.3,65.6,1,4,0,68.7,2,1,78.14
7.58,1,1,1,0,0,22.6,8.2,91.2,0,4,2,65.8,2,1,57.34
5.9,1,1,1,1,1,42,8.4,67.2,0,3,1,79,4,1,67.1
5.03,1,1,1,0,0,41.5,9.4,89.9,0,3,0,59.3,2,1,54.86
5.87,1,1,0,0,1,87.4,7.5,59.9,2,2,0,71.1,2,1,86.01
9.7,1,0,0,0,0,25.9,8.3,70.3,0,6,1,52.3,0,1,38.93
7.29,2,0,1,0,1,52.3,8.9,85.1,0,1,0,47.9,2,1,79.96
9.89,2,1,0,1,0,7.9,5.4,89.8,0,6,0,63.4,2,1,51.06
8.57,1,0,1,0,0,48.9,5.9,92.2,0,4,0,50.8,1,1,37.52
8.7,3,1,1,1,0,23.7,8.4,62.5,0,4,0,74.7,3,1,77.37
7.55,3,1,1,0,0,5.6,9.2,80.6,2,1,1,73.3,2,1,69.91
7.52,1,1,0,0,0,0.2,9.4,40.8,0,4,1,61.8,1,1,42.66
5.5,2,1,0,0,0,10.8,9.2,78.4,1,6,0,77.1,1,1,43.75
6.98,2,1,0,1,1,90.1,6.1,56.6,0,6,0,76.1,3,1,58.4
8.84,1,1,0,0,1,38.1,8.9,49,3,4,0,92.3,2,1,76.75
7.76,2,1,0,1,1,28.8,4.1,49.9,1,6,0,80.3,3,1,87.12
5.9,2,1,0,1,1,75.6,8.1,45.9,1,3,1,76.2,3,1,55.7
8.49,3,0,1,1,0,89.8,6.8,70.9,2,1,0,65,2,1,72.29
6.08,2,0,1,0,0,5,9.9,82.6,1,5,0,74.7,1,1,38
8.05,1,1,1,0,0,11.1,7.1,93.5,3,1,0,76,2,1,49.64
5.94,2,1,1,1,0,66.9,8.1,40.2,0,1,0,61.8,3,1,61.52
8.2,2,1,1,1,0,18.8,8.8,50.8,1,2,0,76.7,3,1,89.96
8.2,1,1,0,0,1,86.3,7.8,67.7,1,1,2,57.1,2,1,83.83
9.09,1,1,0,0,1,60,8.1,91.7,2,6,0,90.6,2,1,73.21
10,3,0,0,1,1,81.1,9.4,70.4,0,3,0,58.8,2,1,93.83
7.12,2,0,0,1,1,57.7,4.9,65.7,1,5,0,67,2,1,72.74
9.17,3,1,0,1,0,83.1,6.2,88.1,1,2,1,54.2,2,1,73.51
5.73,1,0,1,1,1,56.7,4.9,44.8,1,6,0,84.1,3,1,65.67
8.44,3,0,1,0,0,67.1,10,96.3,3,2,0,79.6,1,1,46.1
6.9,3,0,1,1,1,55.5,5.7,91.8,0,3,0,64.3,3,1,76.97
8.75,1,1,0,0,0,66.1,5.8,84.3,2,4,0,67.2,1,1,45.3
8.98,2,1,1,0,0,19.2,5.1,51,1,5,0,69.3,2,1,72.54
8.84,1,1,1,0,0,57,9.5,42.2,3,3,0,88.8,2,1,93.18
5.5,2,1,0,0,0,58.8,8.7,99.2,0,4,0,56.7,1,1,42.14
9.73,2,1,0,1,0,86.3,6.3,51.2,1,6,0,74.4,2,1,92.1
6.02,2,1,1,0,1,11.1,5.6,47.9,2,6,0,93.1,3,1,60.27
6.47,2,0,1,0,0,66.5,6,62.7,2,5,0,69.6,1,1,51.36
7.26,3,0,0,1,0,67.4,5,40.4,3,6,0,84.6,1,1,44.66
5.09,3,1,1,0,1,6.8,5.2,64.4,1,3,0,68.2,3,1,48.19
8,3,1,1,0,0,38.7,5.7,83.8,2,6,0,83.9,2,1,73.05
7.11,2,1,1,0,0,37.2,9.5,48,2,6,0,100.7,2,1,70.38
9.78,3,1,0,0,0,3.4,8.4,79,2,2,1,66.7,1,1,48.1
6.45,3,1,0,1,1,62.3,8.4,97.5,1,4,0,87.1,3,1,70.79
7.16,3,1,1,0,0,27.8,9.8,82.1,1,4,1,78.3,2,1,90.05
6.22,3,0,1,0,0,21.5,8.2,44.9,1,6,0,71.6,1,1,39.31
6.64,1,0,1,0,1,3.2,7.1,53.1,3,4,3,94.8,2,1,60.34
6.73,1,0,0,0,0,38.1,4.9,63.7,0,6,0,46.3,0,1,41.55
9.64,2,1,1,0,0,25.1,9.3,88.4,0,4,0,64.6,2,1,61.09
6.25,1,0,1,1,0,19.8,5.3,77,0,4,0,53.2,2,1,77.34
9.31,2,0,1,0,0,38,7.5,95.8,0,6,0,59.2,1,1,42.62
9.41,1,1,1,1,0,67.8,9.7,80.3,1,3,0,82.9,3,1,80.41
7.3,1,1,1,0,0,89.7,7.5,95.2,3,3,0,84.3,2,1,72.89
7.07,1,1,0,1,0,84.7,7.7,65.4,0,6,0,76.9,2,1,55.05
8.7,1,1,0,0,1,49.2,9.1,47,2,3,0,85,2,1,93.27
7.72,1,0,0,0,1,40.2,9.9,79.2,3,5,3,96.5,1,1,44.77
9.4,3,0,1,0,0,64.4,5,99.3,0,6,0,57.8,1,1,44.3
5.47,3,0,1,0,0,52.7,7,68.4,0,5,1,51.5,1,1,42.06
9.51,1,0,0,0,1,75.3,9.5,57.9,0,3,0,55.7,1,1,42.43
7.34,1,0,1,1,1,15.8,4.9,73.8,2,4,0,86,3,1,68
10,1,1,1,1,0,95.5,6.3,54.6,1,6,3,86.1,3,1,107.78
8.3,1,1,0,1,0,62.1,9.2,93.5,2,1,0,68.8,2,1,95.09
9.59,1,1,1,0,1,54.5,5.2,47.8,0,2,0,51.4,3,1,68.72
6.13,2,1,1,0,1,34.9,6.7,47.5,2,6,1,96.6,3,1,75.12
9.44,1,0,0,0,0,53,9.5,98.2,0,5,0,56.5,0,1,47.18
7.78,1,1,0,0,0,74.4,5.7,92.4,1,3,0,53.6,1,1,41.19
7.32,1,1,1,0,0,14.4,8.4,98.2,2,1,1,74,2,1,81.8
6.78,1,1,1,0,0,73.5,7.1,54,0,4,0,65.1,2,1,71.06
6.76,2,0,1,1,0,37.9,7.8,79.1,1,6,0,88.3,2,1,84.55
6.06,3,1,1,0,0,11.9,9.1,89.1,1,2,0,68.7,2,1,64.56
8.47,2,1,0,1,1,16.6,9.2,96,0,6,0,85.4,3,1,68.88
9.29,1,0,1,0,0,79.5,8.2,60.1,0,1,1,43.1,1,1,43.83
6.58,2,0,0,1,0,75.4,7.2,60.7,1,1,0,45.3,1,1,38.89
9.16,2,0,1,0,0,54.4,8.6,93,2,2,0,62.3,1,1,44.21
6.52,3,1,0,0,1,94.3,6.1,46.8,2,5,0,82.8,2,1,84.53
5.62,2,1,0,0,1,83.9,4.9,50.1,1,1,1,47.1,2,1,72.67
9.61,2,1,0,0,1,36.6,6.2,76.7,0,3,0,48.7,2,1,73.14
6.9,1,0,1,1,0,45.2,6.8,42.2,1,6,0,75.5,2,1,71.9
5.5,1,1,0,0,1,39.8,5.3,50.6,2,1,0,57.1,2,1,50.65
8.14,3,1,0,0,1,91.2,7.8,74.7,0,2,0,53.2,2,1,68.25
9.19,1,1,1,0,0,76.7,5.5,45.6,1,2,0,58.4,2,1,67.49
8.25,3,1,0,1,1,15.7,5.9,96.5,0,2,0,55.9,3,1,81.22
5.32,1,1,0,1,1,97.1,4.7,98.7,1,4,1,74.8,3,1,87.72
5.55,3,1,1,0,1,33.2,7.7,56,3,3,0,93.6,3,1,74.54
6.77,2,1,1,1,1,41.7,8.8,86.6,0,2,0,73,4,1,57.04
6.92,3,1,1,0,1,76.6,9.7,93.5,0,3,0,77.6,3,1,73.36
9.75,1,1,1,0,0,40.7,7.5,99.5,3,2,0,87.4,2,1,78.85
9.25,2,0,0,1,1,46.6,5.4,53.8,2,6,2,87.4,2,1,83.11
8.69,2,1,0,0,0,51.3,7.7,90.7,0,6,1,66.8,1,1,44.21
9.86,1,1,1,0,0,68.8,9.6,43.6,2,1,2,76.3,2,1,88.87
8.51,1,1,0,0,1,65.6,9.2,52.6,2,4,0,86.8,2,1,76.76
